ID,Producto,% Comisión Afecta,% Comisión Exenta,Ejecutivo,Estado Seguro,Fecha Emisión,I Vigencia,F Vigencia,N° Póliza,Cliente,Contratante,Pagador,Moneda,Forma de Pago,N° Cuotas,Mandato,Otros Archivos,Comisión?,Renovar?,Pago Activo?,Recotizar?,Fecha Cancelación,Comentarios,Verificador Traspaso
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,
